ID,Date,IUCR,Arrest,Domestic,District,ComArea,Latitude,Longitude
1369897,2001-02-06T10:31:00.000Z,0820,True,False,1.0,"",41.864519262,-87.639304571
1369897,2001-02-06T10:31:00.000Z,0820,True,False,1.0,"",41.864519262,-87.639304571
1383184,2001-02-06T10:31:05.000Z,0266,False,False,6.0,"",41.752395367,-87.658493257
1383184,2001-02-06T10:31:05.000Z,0266,False,False,6.0,"",41.752395367,-87.658493257
1370664,2001-02-06T10:31:47.000Z,0460,False,True,12.0,"",41.884350987,-87.696444494
1370664,2001-02-06T10:31:47.000Z,0460,False,True,12.0,"",41.884350987,-87.696444494
1368875,2001-02-06T10:34:02.000Z,0460,False,True,12.0,"",41.882980267,-87.680083512
1368875,2001-02-06T10:34:02.000Z,0460,False,True,12.0,"",41.882980267,-87.680083512
1368046,2001-02-06T10:35:00.000Z,1320,False,False,5.0,"",41.721531576,-87.631259196
1378714,2001-02-06T10:35:00.000Z,2110,True,False,14.0,"",41.904199815,-87.667373773
1368046,2001-02-06T10:35:00.000Z,1320,False,False,5.0,"",41.721531576,-87.631259196
1378714,2001-02-06T10:35:00.000Z,2110,True,False,14.0,"",41.904199815,-87.667373773
1371261,2001-02-06T10:36:00.000Z,0820,False,False,8.0,"",41.781322048,-87.683554536
1371261,2001-02-06T10:36:00.000Z,0820,False,False,8.0,"",41.781322048,-87.683554536
1382308,2001-02-06T10:36:52.000Z,2027,True,False,3.0,"",41.777185136,-87.607265781
1382308,2001-02-06T10:36:52.000Z,2027,True,False,3.0,"",41.777185136,-87.607265781
1373201,2001-02-06T10:40:00.000Z,1811,True,False,6.0,"",41.745949866,-87.600831299
1373201,2001-02-06T10:40:00.000Z,1811,True,False,6.0,"",41.745949866,-87.600831299
1369496,2001-02-06T10:45:00.000Z,0420,False,True,2.0,"",41.813563555,-87.619561999
1369496,2001-02-06T10:45:00.000Z,0420,False,True,2.0,"",41.813563555,-87.619561999
1369653,2001-02-06T10:46:22.000Z,0334,False,False,9.0,"",41.809230327,-87.689203803
1369653,2001-02-06T10:46:22.000Z,0334,False,False,9.0,"",41.809230327,-87.689203803
1369362,2001-02-06T10:46:45.000Z,5001,False,False,4.0,"",41.724347217,-87.596197338
1369362,2001-02-06T10:46:45.000Z,5001,False,False,4.0,"",41.724347217,-87.596197338
1382581,2001-02-06T10:48:39.000Z,1350,True,False,11.0,"",41.878470552,-87.708018279
1382581,2001-02-06T10:48:39.000Z,1350,True,False,11.0,"",41.878470552,-87.708018279
1367937,2001-02-06T10:50:00.000Z,2830,False,False,24.0,"",41.993692327,-87.655354298
1378743,2001-02-06T10:50:00.000Z,1811,True,False,25.0,"",41.927889584,-87.736004831
1367937,2001-02-06T10:50:00.000Z,2830,False,False,24.0,"",41.993692327,-87.655354298
1378743,2001-02-06T10:50:00.000Z,1811,True,False,25.0,"",41.927889584,-87.736004831
1368933,2001-02-06T10:55:00.000Z,0530,True,False,3.0,"",41.781703335,-87.594525178
1368933,2001-02-06T10:55:00.000Z,0530,True,False,3.0,"",41.781703335,-87.594525178
1367949,2001-02-06T11:00:00.000Z,2825,False,True,11.0,"",41.895624187,-87.710425737
1368711,2001-02-06T11:00:00.000Z,0810,False,False,1.0,"",41.88195701,-87.641712139
1369642,2001-02-06T11:00:00.000Z,0810,False,False,25.0,"",41.902295749,-87.755631474
1369855,2001-02-06T11:00:00.000Z,0460,False,False,9.0,"",41.807380061,-87.686651115
1369970,2001-02-06T11:00:00.000Z,1330,True,False,14.0,"",41.910872836,-87.65828143
1370436,2001-02-06T11:00:00.000Z,143B,True,False,25.0,"",41.917799784,-87.737730303
1372963,2001-02-06T11:00:00.000Z,0460,False,False,2.0,"",41.844275557,-87.620593339
1373058,2001-02-06T11:00:00.000Z,0610,False,False,25.0,"",41.937461636,-87.746688068
1378027,2001-02-06T11:00:00.000Z,051B,True,False,8.0,"",41.768104938,-87.691752463
1378582,2001-02-06T11:00:00.000Z,1506,True,False,14.0,"",41.917363818,-87.698861001
1378631,2001-02-06T11:00:00.000Z,0810,False,False,1.0,"",41.885904515,-87.624372466
1379449,2001-02-06T11:00:00.000Z,0460,False,False,18.0,"",41.890235316,-87.620446243
1383980,2001-02-06T11:00:00.000Z,2017,True,False,7.0,"",41.78076969,-87.670452668
1449467,2001-02-06T11:00:00.000Z,2820,False,True,18.0,"",41.903883485,-87.639440457
1367949,2001-02-06T11:00:00.000Z,2825,False,True,11.0,"",41.895624187,-87.710425737
1368711,2001-02-06T11:00:00.000Z,0810,False,False,1.0,"",41.88195701,-87.641712139
1369642,2001-02-06T11:00:00.000Z,0810,False,False,25.0,"",41.902295749,-87.755631474
1369855,2001-02-06T11:00:00.000Z,0460,False,False,9.0,"",41.807380061,-87.686651115
1369970,2001-02-06T11:00:00.000Z,1330,True,False,14.0,"",41.910872836,-87.65828143
1370436,2001-02-06T11:00:00.000Z,143B,True,False,25.0,"",41.917799784,-87.737730303
1372963,2001-02-06T11:00:00.000Z,0460,False,False,2.0,"",41.844275557,-87.620593339
1373058,2001-02-06T11:00:00.000Z,0610,False,False,25.0,"",41.937461636,-87.746688068
1378027,2001-02-06T11:00:00.000Z,051B,True,False,8.0,"",41.768104938,-87.691752463
1378582,2001-02-06T11:00:00.000Z,1506,True,False,14.0,"",41.917363818,-87.698861001
1378631,2001-02-06T11:00:00.000Z,0810,False,False,1.0,"",41.885904515,-87.624372466
1379449,2001-02-06T11:00:00.000Z,0460,False,False,18.0,"",41.890235316,-87.620446243
1383980,2001-02-06T11:00:00.000Z,2017,True,False,7.0,"",41.78076969,-87.670452668
1372201,2001-02-06T11:05:00.000Z,0460,False,False,15.0,"",41.885204076,-87.763214719
1372201,2001-02-06T11:05:00.000Z,0460,False,False,15.0,"",41.885204076,-87.763214719
1420804,2001-02-06T11:08:00.000Z,0935,False,False,3.0,"",41.766272479,-87.583976745
1420804,2001-02-06T11:08:00.000Z,0935,False,False,3.0,"",41.766272479,-87.583976745
1372253,2001-02-06T11:09:45.000Z,0560,False,False,25.0,"",41.927889584,-87.736004831
1372253,2001-02-06T11:09:45.000Z,0560,False,False,25.0,"",41.927889584,-87.736004831
1369210,2001-02-06T11:09:58.000Z,0810,False,False,9.0,"",41.831440413,-87.679125416
1369210,2001-02-06T11:09:58.000Z,0810,False,False,9.0,"",41.831440413,-87.679125416
