ID,Date,IUCR,Arrest,Domestic,District,ComArea,Latitude,Longitude
1369235,2001-02-06T11:10:00.000Z,0560,False,False,5.0,"",41.685445045,-87.621664457
1369761,2001-02-06T11:10:00.000Z,1330,True,False,18.0,"",41.903992238,-87.63159645
1378635,2001-02-06T11:10:00.000Z,2027,True,False,6.0,"",41.749220207,-87.602849971
1369235,2001-02-06T11:10:00.000Z,0560,False,False,5.0,"",41.685445045,-87.621664457
1369761,2001-02-06T11:10:00.000Z,1330,True,False,18.0,"",41.903992238,-87.63159645
1378635,2001-02-06T11:10:00.000Z,2027,True,False,6.0,"",41.749220207,-87.602849971
1732327,2001-02-06T11:15:08.000Z,1310,False,False,5.0,"",41.705566113,-87.601077468
1380557,2001-02-06T11:17:16.000Z,2092,True,False,11.0,"",41.866823126,-87.69490031
1380557,2001-02-06T11:17:16.000Z,2092,True,False,11.0,"",41.866823126,-87.69490031
1371724,2001-02-06T11:20:00.000Z,0460,False,False,8.0,"",41.776408893,-87.697128636
1381837,2001-02-06T11:20:00.000Z,031A,False,False,11.0,"",41.876092215,-87.723500015
1371724,2001-02-06T11:20:00.000Z,0460,False,False,8.0,"",41.776408893,-87.697128636
1381837,2001-02-06T11:20:00.000Z,031A,False,False,11.0,"",41.876092215,-87.723500015
1369587,2001-02-06T11:22:00.000Z,0820,False,False,18.0,"",41.903901717,-87.638371285
1369587,2001-02-06T11:22:00.000Z,0820,False,False,18.0,"",41.903901717,-87.638371285
1368145,2001-02-06T11:30:00.000Z,0820,False,False,9.0,"",41.822907324,-87.690097681
1369552,2001-02-06T11:30:00.000Z,0820,False,False,10.0,"",41.845442615,-87.714964548
1369584,2001-02-06T11:30:00.000Z,2820,False,False,6.0,"",41.737306558,-87.658391105
1369835,2001-02-06T11:30:00.000Z,0820,False,False,18.0,"",41.889316936,-87.628154254
1370341,2001-02-06T11:30:00.000Z,0460,False,True,15.0,"",41.879472144,-87.756233673
1372566,2001-02-06T11:30:00.000Z,0460,False,True,4.0,"",41.760436076,-87.557215018
1374474,2001-02-06T11:30:00.000Z,0810,False,False,1.0,"",41.885776115,-87.615629874
1374895,2001-02-06T11:30:00.000Z,1310,False,False,14.0,"",41.918545328,-87.681973257
1378268,2001-02-06T11:30:00.000Z,2091,True,False,3.0,"",41.783821483,-87.614351756
1378758,2001-02-06T11:30:00.000Z,1506,True,False,25.0,"",41.933395357,-87.746817211
1381154,2001-02-06T11:30:00.000Z,0460,True,False,7.0,"",41.781492368,-87.63494292
1397255,2001-02-06T11:30:00.000Z,0810,True,False,4.0,"",41.756752029,-87.552985971
1368145,2001-02-06T11:30:00.000Z,0820,False,False,9.0,"",41.822907324,-87.690097681
1369552,2001-02-06T11:30:00.000Z,0820,False,False,10.0,"",41.845442615,-87.714964548
1369584,2001-02-06T11:30:00.000Z,2820,False,False,6.0,"",41.737306558,-87.658391105
1369835,2001-02-06T11:30:00.000Z,0820,False,False,18.0,"",41.889316936,-87.628154254
1370341,2001-02-06T11:30:00.000Z,0460,False,True,15.0,"",41.879472144,-87.756233673
1372566,2001-02-06T11:30:00.000Z,0460,False,True,4.0,"",41.760436076,-87.557215018
1374474,2001-02-06T11:30:00.000Z,0810,False,False,1.0,"",41.885776115,-87.615629874
1374895,2001-02-06T11:30:00.000Z,1310,False,False,14.0,"",41.918545328,-87.681973257
1378268,2001-02-06T11:30:00.000Z,2091,True,False,3.0,"",41.783821483,-87.614351756
1378758,2001-02-06T11:30:00.000Z,1506,True,False,25.0,"",41.933395357,-87.746817211
1381154,2001-02-06T11:30:00.000Z,0460,True,False,7.0,"",41.781492368,-87.63494292
1397255,2001-02-06T11:30:00.000Z,0810,True,False,4.0,"",41.756752029,-87.552985971
1369877,2001-02-06T11:30:10.000Z,1330,True,False,18.0,"",41.903778443,-87.632087359
1369877,2001-02-06T11:30:10.000Z,1330,True,False,18.0,"",41.903778443,-87.632087359
1368856,2001-02-06T11:30:23.000Z,1310,False,False,12.0,"",41.899403068,-87.694946883
1368856,2001-02-06T11:30:23.000Z,1310,False,False,12.0,"",41.899403068,-87.694946883
1377973,2001-02-06T11:35:00.000Z,1506,True,False,25.0,"",41.918799005,-87.746318907
1377973,2001-02-06T11:35:00.000Z,1506,True,False,25.0,"",41.918799005,-87.746318907
1370063,2001-02-06T11:36:41.000Z,0460,False,False,3.0,"",41.777062888,-87.586483474
1370063,2001-02-06T11:36:41.000Z,0460,False,False,3.0,"",41.777062888,-87.586483474
1370384,2001-02-06T11:39:36.000Z,0460,True,False,25.0,"",41.933186676,-87.766462752
1370384,2001-02-06T11:39:36.000Z,0460,True,False,25.0,"",41.933186676,-87.766462752
1374488,2001-02-06T11:40:00.000Z,0460,False,False,19.0,"",41.939717059,-87.675244833
1384197,2001-02-06T11:40:00.000Z,1811,True,False,6.0,"",41.739528688,-87.648522483
1374488,2001-02-06T11:40:00.000Z,0460,False,False,19.0,"",41.939717059,-87.675244833
1384197,2001-02-06T11:40:00.000Z,1811,True,False,6.0,"",41.739528688,-87.648522483
1368116,2001-02-06T11:45:00.000Z,2825,False,True,12.0,"",41.853522734,-87.654869216
1369802,2001-02-06T11:45:00.000Z,1370,False,False,2.0,"",41.797894866,-87.617539129
1369882,2001-02-06T11:45:00.000Z,0430,True,False,14.0,"",41.925433923,-87.7047267
1372606,2001-02-06T11:45:00.000Z,0560,False,False,8.0,"",41.800944568,-87.741608361
1378778,2001-02-06T11:45:00.000Z,1811,True,False,7.0,"",41.77839536,-87.635156171
1368116,2001-02-06T11:45:00.000Z,2825,False,True,12.0,"",41.853522734,-87.654869216
1369802,2001-02-06T11:45:00.000Z,1370,False,False,2.0,"",41.797894866,-87.617539129
1369882,2001-02-06T11:45:00.000Z,0430,True,False,14.0,"",41.925433923,-87.7047267
1372606,2001-02-06T11:45:00.000Z,0560,False,False,8.0,"",41.800944568,-87.741608361
1378778,2001-02-06T11:45:00.000Z,1811,True,False,7.0,"",41.77839536,-87.635156171
1369395,2001-02-06T11:46:40.000Z,0820,True,False,12.0,"",41.898501012,-87.678999721
1369395,2001-02-06T11:46:40.000Z,0820,True,False,12.0,"",41.898501012,-87.678999721
1369200,2001-02-06T11:49:14.000Z,0820,False,False,9.0,"",41.796277815,-87.6647956
1369200,2001-02-06T11:49:14.000Z,0820,False,False,9.0,"",41.796277815,-87.6647956
1380545,2001-02-06T11:49:40.000Z,1506,True,False,22.0,"",41.707054569,-87.640638203
1380545,2001-02-06T11:49:40.000Z,1506,True,False,22.0,"",41.707054569,-87.640638203
1369460,2001-02-06T11:50:00.000Z,0460,True,False,2.0,"",41.814479196,-87.60845512
1370220,2001-02-06T11:50:00.000Z,0560,False,True,3.0,"",41.764234265,-87.575313304
1369460,2001-02-06T11:50:00.000Z,0460,True,False,2.0,"",41.814479196,-87.60845512
1370220,2001-02-06T11:50:00.000Z,0560,False,True,3.0,"",41.764234265,-87.575313304
1368915,2001-02-06T11:51:54.000Z,0560,False,False,4.0,"",41.714401283,-87.56716741
1368915,2001-02-06T11:51:54.000Z,0560,False,False,4.0,"",41.714401283,-87.56716741
1368083,2001-02-06T11:55:00.000Z,2825,False,True,4.0,"",41.745471887,-87.573295096
1369365,2001-02-06T11:55:00.000Z,0560,False,False,4.0,"",41.726774564,-87.575317872
1368083,2001-02-06T11:55:00.000Z,2825,False,True,4.0,"",41.745471887,-87.573295096
1369365,2001-02-06T11:55:00.000Z,0560,False,False,4.0,"",41.726774564,-87.575317872
1378762,2001-02-06T11:57:00.000Z,2027,True,False,3.0,"",41.764286535,-87.610244635
1378762,2001-02-06T11:57:00.000Z,2027,True,False,3.0,"",41.764286535,-87.610244635
1384419,2001-02-06T11:59:00.000Z,2017,True,False,6.0,"",41.750618546,-87.634412807
1384419,2001-02-06T11:59:00.000Z,2017,True,False,6.0,"",41.750618546,-87.634412807
1368657,2001-02-06T12:00:00.000Z,0820,False,False,4.0,"",41.759728814,-87.556516155
1369246,2001-02-06T12:00:00.000Z,0460,False,False,5.0,"",41.707584183,-87.604687519
1369565,2001-02-06T12:00:00.000Z,1310,False,False,25.0,"",41.909360229,-87.77578089
1369733,2001-02-06T12:00:00.000Z,0610,False,False,24.0,"",42.010252092,-87.662589122
1370061,2001-02-06T12:00:00.000Z,0560,False,False,15.0,"",41.889381633,-87.765039598
1370218,2001-02-06T12:00:00.000Z,0320,False,False,8.0,"",41.801348076,-87.726373124
1370259,2001-02-06T12:00:00.000Z,0820,False,False,15.0,"",41.888992024,-87.762288596
1370337,2001-02-06T12:00:00.000Z,0820,False,False,10.0,"",41.84051243,-87.72186359
1371073,2001-02-06T12:00:00.000Z,0460,True,False,14.0,"",41.904730684,-87.710631106
1371142,2001-02-06T12:00:00.000Z,0820,False,False,2.0,"",41.813472289,-87.618125047
1371373,2001-02-06T12:00:00.000Z,0430,False,False,8.0,"","",""
1371918,2001-02-06T12:00:00.000Z,0820,True,False,6.0,"",41.736207589,-87.629370032
1372140,2001-02-06T12:00:00.000Z,0910,False,False,24.0,"",42.001455423,-87.690127317
1372696,2001-02-06T12:00:00.000Z,0460,False,False,4.0,"",41.715219195,-87.567183335
1373221,2001-02-06T12:00:00.000Z,0560,False,False,14.0,"",41.90654522,-87.710235091
1373592,2001-02-06T12:00:00.000Z,1320,False,False,16.0,"",41.977526275,-87.841113011
1374269,2001-02-06T12:00:00.000Z,0560,False,False,1.0,"",41.876861388,-87.627799167
1377702,2001-02-06T12:00:00.000Z,0915,False,False,12.0,"",41.89215161,-87.686887554
1378283,2001-02-06T12:00:00.000Z,2017,True,False,4.0,"",41.734770376,-87.55261095
1379409,2001-02-06T12:00:00.000Z,0460,False,False,7.0,"",41.772455948,-87.653330337
